Id,LotFrontage,LotArea,LandContour,Neighborhood,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearRemodAdd,BsmtQual,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,LowQualFinSF,GrLivArea,KitchenQual,TotRmsAbvGrd,GarageType,GarageFinish,GarageCars,PavedDrive,houseAge_fg,totBaths_fg,totFlrSF_fg,totLot_fg,garageAge_fg,SalePrice
337,86.0,14157,HLS,StoneBr,Norm,Norm,1Story,9,5,2006,Ex,GLQ,1249.0,0.0,673.0,1922.0,Y,0,1922,Gd,8,Attchd,Fin,3.0,Y,2,3.0,1922,14243.0,2.0,377426
338,70.0,9135,Lvl,CollgCr,Norm,Norm,1Story,7,5,2003,Gd,GLQ,810.0,0.0,726.0,1536.0,Y,0,1536,Gd,7,Attchd,RFn,2.0,Y,6,3.0,1536,9205.0,6.0,214000
339,91.0,14145,Lvl,NWAmes,Norm,Norm,1Story,7,7,1998,Gd,ALQ,213.0,0.0,995.0,1208.0,Y,0,1621,Gd,8,Attchd,RFn,2.0,Y,22,3.0,1621,14236.0,22.0,202500
340,66.0,12400,Lvl,NAmes,Feedr,Norm,1Story,6,7,1998,TA,Rec,585.0,0.0,630.0,1215.0,Y,0,1215,TA,6,Attchd,Unf,1.0,Y,51,1.0,1215,12466.0,51.0,155000
341,85.0,14191,Lvl,Timber,Norm,Norm,2Story,8,5,2002,Gd,Unf,0.0,0.0,967.0,967.0,Y,0,1908,Gd,9,Attchd,Fin,2.0,Y,8,2.5,1908,14276.0,8.0,202900
342,60.0,8400,Lvl,SawyerW,Feedr,Norm,1Story,4,4,1950,TA,Unf,0.0,0.0,721.0,721.0,Y,0,841,TA,4,CarPort,Unf,1.0,N,59,1.0,841,8460.0,59.0,82000
343,68.0,8544,Lvl,NAmes,Norm,Norm,1Story,3,4,1950,TA,Unf,0.0,0.0,0.0,0.0,N,0,1040,TA,6,Detchd,Unf,2.0,Y,57,2.0,1040,8612.0,57.0,87500
344,63.0,8849,Lvl,NridgHt,Norm,Norm,1Story,9,5,2005,Ex,GLQ,28.0,0.0,1656.0,1684.0,Y,0,1684,Ex,6,Attchd,RFn,2.0,Y,3,2.0,1684,8912.0,3.0,266000
345,36.0,2592,Lvl,MeadowV,Norm,Norm,2Story,5,3,1976,Gd,Rec,129.0,232.0,175.0,536.0,Y,0,1112,TA,4,Attchd,Unf,1.0,Y,34,1.5,1112,2628.0,34.0,85000
346,65.0,6435,Lvl,BrkSide,RRAn,Norm,1.5Fin,6,5,1950,TA,Unf,0.0,0.0,972.0,972.0,Y,0,1577,Fa,6,Detchd,Unf,1.0,Y,67,1.0,1577,6500.0,67.0,140200
347,68.0,12772,Lvl,NAmes,Norm,Norm,1Story,6,8,1998,TA,BLQ,498.0,0.0,460.0,958.0,Y,0,958,TA,5,Attchd,RFn,1.0,Y,47,1.0,958,12840.0,47.0,151500
348,68.0,17600,Lvl,NAmes,Norm,Norm,1Story,6,5,1960,TA,BLQ,1270.0,0.0,208.0,1478.0,Y,0,1478,TA,6,Attchd,Unf,2.0,Y,49,3.0,1478,17668.0,49.0,157500
349,36.0,2448,Lvl,NridgHt,Norm,Norm,2Story,7,5,2004,Gd,GLQ,573.0,0.0,191.0,764.0,Y,0,1626,Gd,6,BuiltIn,RFn,2.0,Y,5,3.5,1626,2484.0,5.0,154000
350,56.0,20431,Lvl,NridgHt,Norm,Norm,2Story,9,5,2006,Ex,GLQ,1410.0,0.0,438.0,1848.0,Y,0,2728,Ex,10,Attchd,Fin,3.0,Y,1,3.5,2728,20487.0,0.0,437154
351,68.0,7820,Lvl,NridgHt,Norm,Norm,1Story,9,5,2007,Ex,Unf,0.0,0.0,1869.0,1869.0,Y,0,1869,Ex,6,Attchd,RFn,2.0,Y,0,2.0,1869,7888.0,0.0,318061
352,68.0,5271,Low,ClearCr,Norm,Norm,1Story,7,5,1986,Gd,GLQ,1082.0,0.0,371.0,1453.0,Y,0,1453,Gd,6,Attchd,RFn,2.0,Y,20,2.5,1453,5339.0,20.0,190000
353,60.0,9084,Lvl,Edwards,Artery,Norm,1.5Fin,5,6,1950,TA,LwQ,236.0,380.0,0.0,616.0,N,0,1111,TA,5,Detchd,Unf,1.0,Y,67,1.5,1111,9144.0,67.0,95000
354,60.0,8520,Lvl,OldTown,Norm,Norm,1Story,6,8,2003,TA,Unf,0.0,0.0,624.0,624.0,Y,0,720,TA,5,Detchd,Unf,2.0,Y,82,1.0,720,8580.0,5.0,105900
355,60.0,8400,Bnk,SWISU,Norm,Norm,1.5Fin,6,5,2000,TA,LwQ,388.0,0.0,552.0,940.0,Y,0,1595,TA,6,Attchd,Unf,1.0,Y,66,1.0,1595,8460.0,66.0,140000
356,105.0,11249,Lvl,CollgCr,Norm,Norm,1Story,6,5,1995,Gd,ALQ,334.0,544.0,322.0,1200.0,Y,0,1200,Gd,6,Attchd,RFn,2.0,Y,12,3.0,1200,11354.0,12.0,177500
357,68.0,9248,Lvl,Gilbert,Norm,Norm,1Story,6,6,1992,Gd,GLQ,560.0,0.0,598.0,1158.0,Y,0,1167,Gd,6,Attchd,RFn,2.0,Y,17,3.0,1167,9316.0,17.0,173000
358,44.0,4224,Lvl,MeadowV,Norm,Norm,1Story,5,5,1976,Gd,ALQ,874.0,0.0,268.0,1142.0,Y,0,1142,TA,6,Attchd,Fin,2.0,Y,31,2.5,1142,4268.0,31.0,134000
359,92.0,6930,Lvl,ClearCr,Norm,Norm,SLvl,5,4,1958,TA,BLQ,300.0,294.0,468.0,1062.0,Y,0,1352,Gd,6,BuiltIn,Unf,1.0,Y,48,1.5,1352,7022.0,48.0,130000
360,78.0,12011,Lvl,NoRidge,Norm,Norm,2Story,8,5,1998,Gd,GLQ,956.0,0.0,130.0,1086.0,Y,0,1924,Gd,7,Attchd,RFn,2.0,Y,8,3.5,1924,12089.0,8.0,280000
361,68.0,7540,Lvl,Mitchel,Norm,Norm,SFoyer,6,6,1978,Gd,GLQ,773.0,0.0,115.0,888.0,Y,0,912,TA,5,Attchd,RFn,2.0,Y,29,2.0,912,7608.0,29.0,156000
362,68.0,9144,Lvl,BrkSide,Norm,Norm,1.5Fin,5,5,1982,TA,Rec,399.0,0.0,484.0,883.0,Y,0,1505,TA,8,Detchd,Unf,1.0,N,68,2.0,1505,9212.0,68.0,145000
363,64.0,7301,Lvl,Edwards,Norm,Norm,SFoyer,7,5,2003,TA,Unf,0.0,0.0,0.0,0.0,Y,0,1922,Gd,7,BuiltIn,RFn,2.0,Y,6,3.0,1922,7365.0,6.0,198500
364,21.0,1680,Lvl,BrDale,Norm,Norm,2Story,6,8,2007,TA,ALQ,162.0,0.0,321.0,483.0,Y,0,987,Gd,5,Detchd,Unf,1.0,Y,37,1.5,987,1701.0,37.0,118000
365,68.0,18800,Lvl,NWAmes,Norm,Norm,2Story,6,5,1976,Gd,GLQ,712.0,0.0,84.0,796.0,Y,0,1574,TA,6,Attchd,Fin,2.0,Y,30,3.5,1574,18868.0,30.0,190000
366,59.0,10690,Lvl,IDOTRR,Norm,Norm,2Story,5,7,1997,TA,Rec,456.0,0.0,216.0,672.0,Y,0,1344,TA,6,Detchd,Unf,1.0,Y,89,1.0,1344,10749.0,45.0,147000
367,68.0,9500,Lvl,NAmes,Norm,Norm,1Story,6,5,1963,Gd,BLQ,609.0,0.0,785.0,1394.0,Y,0,1394,TA,6,Attchd,RFn,2.0,Y,46,2.5,1394,9568.0,46.0,159000
368,101.0,9150,Lvl,NAmes,Norm,Norm,SLvl,6,5,1962,Gd,GLQ,371.0,0.0,728.0,1099.0,Y,0,1431,TA,6,Basment,RFn,1.0,Y,46,1.5,1431,9251.0,46.0,165000
369,78.0,7800,Lvl,NAmes,Norm,Norm,1Story,5,6,1954,TA,LwQ,540.0,0.0,728.0,1268.0,Y,0,1268,TA,7,Attchd,Fin,1.0,Y,56,1.0,1268,7878.0,56.0,132000
370,68.0,9830,Lvl,NAmes,Norm,Norm,1Story,5,7,2006,TA,ALQ,72.0,258.0,733.0,1063.0,Y,0,1287,Gd,7,Detchd,Fin,2.0,Y,51,2.0,1287,9898.0,13.0,162000
371,68.0,8121,Lvl,Gilbert,Norm,Norm,2Story,6,5,2000,Gd,Unf,0.0,0.0,953.0,953.0,Y,0,1664,TA,7,Attchd,RFn,2.0,Y,6,2.5,1664,8189.0,6.0,172400
372,80.0,17120,Lvl,ClearCr,Feedr,Norm,1.5Fin,4,4,1959,TA,Unf,0.0,0.0,0.0,0.0,Y,0,1588,TA,7,Detchd,Fin,2.0,N,49,2.0,1588,17200.0,17.0,134432
373,50.0,7175,Lvl,SawyerW,Norm,Norm,1Story,6,5,1984,Gd,ALQ,623.0,121.0,0.0,744.0,Y,0,752,TA,4,Attchd,Unf,1.0,Y,26,2.0,752,7225.0,26.0,125000
374,79.0,10634,Lvl,NAmes,Norm,Norm,1Story,5,6,1953,TA,BLQ,428.0,180.0,0.0,608.0,Y,0,1319,TA,5,Attchd,Unf,1.0,Y,56,2.0,1319,10713.0,56.0,123000
375,65.0,8200,Lvl,CollgCr,Norm,Norm,2Story,7,5,2004,Gd,Unf,0.0,0.0,847.0,847.0,Y,0,1928,Gd,8,BuiltIn,Fin,2.0,Y,4,2.5,1928,8265.0,4.0,219500
376,68.0,10020,Low,Edwards,Norm,Norm,1Story,1,1,1950,Fa,BLQ,350.0,0.0,333.0,683.0,N,0,904,Fa,4,Attchd,Unf,0.0,Y,87,1.5,904,10088.0,30.0,61000
377,57.0,8846,Lvl,CollgCr,Norm,Norm,SFoyer,5,5,1996,Gd,GLQ,298.0,0.0,572.0,870.0,Y,0,914,TA,5,Detchd,Unf,2.0,Y,10,1.0,914,8903.0,8.0,148000
378,102.0,11143,Lvl,Somerst,Norm,Norm,2Story,8,5,2005,Gd,Unf,0.0,0.0,1580.0,1580.0,Y,0,2466,Gd,8,Attchd,RFn,2.0,Y,3,3.0,2466,11245.0,3.0,340000
379,88.0,11394,Lvl,StoneBr,Norm,Norm,1Story,9,2,2010,Ex,GLQ,1445.0,0.0,411.0,1856.0,Y,0,1856,Ex,8,Attchd,Fin,3.0,Y,0,2.5,1856,11482.0,0.0,394432
380,60.0,8123,Lvl,Gilbert,RRAn,Norm,2Story,6,5,2000,Gd,Unf,0.0,0.0,982.0,982.0,Y,0,1800,TA,7,Attchd,Fin,2.0,Y,9,2.5,1800,8183.0,9.0,179000
381,50.0,5000,Lvl,SWISU,Norm,Norm,1.5Fin,5,6,1950,TA,LwQ,218.0,0.0,808.0,1026.0,Y,0,1691,Gd,6,Detchd,Unf,1.0,Y,86,2.0,1691,5050.0,86.0,127000
382,60.0,7200,Lvl,Somerst,Norm,Norm,1Story,7,5,2006,Gd,Unf,0.0,0.0,1293.0,1293.0,Y,0,1301,Gd,5,Attchd,RFn,2.0,Y,0,3.0,1301,7260.0,0.0,187750
383,79.0,9245,Lvl,CollgCr,Norm,Norm,2Story,7,5,2006,Gd,Unf,0.0,0.0,939.0,939.0,Y,0,1797,Gd,8,Attchd,RFn,2.0,Y,1,2.5,1797,9324.0,1.0,213500
384,60.0,9000,Lvl,SawyerW,Norm,Norm,1.5Unf,6,3,1950,Fa,Unf,0.0,0.0,784.0,784.0,N,0,784,TA,5,Detchd,Unf,2.0,N,81,1.0,784,9060.0,59.0,76000
385,68.0,53107,Low,ClearCr,Feedr,Norm,2Story,6,5,1992,Gd,GLQ,985.0,0.0,595.0,1580.0,Y,0,1953,Gd,9,Attchd,Fin,2.0,Y,15,3.5,1953,53175.0,15.0,240000
386,43.0,3182,Lvl,Blmngtn,Norm,Norm,1Story,8,5,2005,Gd,GLQ,24.0,0.0,1232.0,1256.0,Y,0,1269,Gd,6,Attchd,Fin,2.0,Y,6,2.0,1269,3225.0,6.0,192000
387,58.0,8410,Lvl,Edwards,Feedr,Norm,1.5Fin,5,3,1996,TA,Unf,0.0,0.0,658.0,658.0,Y,0,1184,TA,8,Attchd,Unf,0.0,N,96,1.0,1184,8468.0,27.0,81000
388,72.0,7200,Lvl,Edwards,Norm,Norm,SLvl,6,6,1976,TA,ALQ,631.0,0.0,410.0,1041.0,Y,0,1125,TA,6,Detchd,Unf,1.0,Y,33,2.0,1125,7272.0,32.0,125000
389,93.0,9382,Lvl,CollgCr,Norm,Norm,1Story,7,5,2000,Gd,Unf,0.0,0.0,1468.0,1468.0,Y,0,1479,Gd,6,Attchd,RFn,2.0,Y,9,2.0,1479,9475.0,9.0,191000
390,96.0,12474,Lvl,NridgHt,Norm,Norm,2Story,10,5,2008,Ex,GLQ,1280.0,0.0,402.0,1682.0,Y,0,2332,Ex,9,BuiltIn,Fin,3.0,Y,1,3.5,2332,12570.0,0.0,426000
391,50.0,8405,Lvl,Edwards,Norm,Norm,1.5Fin,5,8,1950,TA,Rec,241.0,391.0,229.0,861.0,Y,0,1367,TA,7,Detchd,Unf,1.0,Y,108,2.0,1367,8455.0,30.0,119000
392,71.0,12209,Lvl,Mitchel,Norm,Norm,2Story,6,5,2002,Ex,ALQ,690.0,0.0,114.0,804.0,Y,0,1961,Gd,7,BuiltIn,Fin,2.0,Y,8,3.5,1961,12280.0,8.0,215000
393,68.0,8339,Lvl,NAmes,Norm,Norm,1Story,5,7,1959,TA,Unf,0.0,0.0,0.0,0.0,Y,0,882,TA,5,Attchd,RFn,1.0,Y,48,1.0,882,8407.0,48.0,106500
394,68.0,7446,Lvl,BrkSide,Feedr,Norm,1Story,4,5,1950,TA,Rec,266.0,0.0,522.0,788.0,Y,0,788,TA,4,Attchd,Unf,0.0,Y,65,1.0,788,7514.0,27.0,100000
395,60.0,10134,Lvl,OldTown,Norm,Norm,1.5Fin,5,6,1950,TA,Unf,0.0,0.0,735.0,735.0,Y,0,1034,TA,5,Detchd,Unf,1.0,Y,67,1.0,1034,10194.0,67.0,109000
396,68.0,9571,Lvl,Edwards,Norm,Norm,1Story,5,6,1956,TA,BLQ,739.0,0.0,405.0,1144.0,Y,0,1144,TA,6,Attchd,Unf,1.0,Y,54,2.0,1144,9639.0,54.0,129000
397,60.0,7200,Low,CollgCr,Norm,Norm,1Story,5,5,1972,TA,Rec,777.0,0.0,117.0,894.0,Y,0,894,TA,6,Detchd,RFn,2.0,Y,37,1.0,894,7260.0,24.0,123000
398,69.0,7590,Lvl,NAmes,PosN,Norm,2Story,5,5,1962,TA,ALQ,540.0,0.0,324.0,864.0,Y,0,1812,TA,8,Attchd,RFn,1.0,Y,45,2.0,1812,7659.0,45.0,169500
399,60.0,8967,Lvl,IDOTRR,Norm,Norm,1Story,5,2,1950,Fa,Unf,0.0,0.0,961.0,961.0,Y,0,1077,TA,6,Detchd,Unf,1.0,N,87,1.0,1077,9027.0,87.0,67000
400,65.0,8125,Lvl,Somerst,Norm,Norm,2Story,7,5,2007,Gd,GLQ,812.0,0.0,280.0,1092.0,Y,0,1550,Gd,7,Attchd,Fin,2.0,Y,3,3.0,1550,8190.0,2.0,241000
401,38.0,14963,Lvl,Veenker,Norm,Norm,1Story,8,5,1996,Gd,GLQ,786.0,0.0,474.0,1260.0,Y,0,1288,Ex,4,Attchd,Fin,2.0,Y,12,2.5,1288,15001.0,12.0,245500
402,65.0,8767,Lvl,CollgCr,Norm,Norm,1Story,7,5,2005,Gd,GLQ,24.0,0.0,1286.0,1310.0,Y,0,1310,Gd,6,Attchd,Fin,2.0,Y,1,2.0,1310,8832.0,1.0,164990
403,60.0,10200,Lvl,Sawyer,Norm,Norm,1Story,5,8,1997,TA,Unf,0.0,0.0,672.0,672.0,Y,0,672,TA,4,Detchd,Unf,1.0,N,68,1.0,672,10260.0,68.0,108000
404,93.0,12090,Lvl,NoRidge,Norm,Norm,2Story,8,5,1998,Gd,Unf,0.0,0.0,1141.0,1141.0,Y,0,2263,Gd,10,BuiltIn,Fin,2.0,Y,8,2.5,2263,12183.0,8.0,258000
405,68.0,10364,Lvl,Gilbert,Norm,Norm,2Story,6,5,1996,Gd,Unf,0.0,0.0,806.0,806.0,Y,0,1572,TA,7,BuiltIn,Fin,2.0,Y,12,2.5,1572,10432.0,12.0,168000
406,68.0,9991,Lvl,Sawyer,Feedr,Norm,1Story,4,4,1993,TA,BLQ,1116.0,0.0,165.0,1281.0,Y,0,1620,TA,8,Attchd,Unf,2.0,Y,33,3.0,1620,10059.0,16.0,150000
407,51.0,10480,Lvl,SWISU,Norm,Norm,1.5Fin,6,5,1950,TA,Unf,0.0,0.0,1064.0,1064.0,Y,473,1639,TA,6,Detchd,Unf,1.0,Y,72,1.0,1166,10531.0,72.0,115000
408,63.0,15576,Lvl,Crawfor,Norm,Norm,2Story,6,7,1976,Gd,Unf,0.0,0.0,840.0,840.0,Y,0,1680,TA,8,Attchd,Unf,1.0,Y,93,2.0,1680,15639.0,48.0,177000
409,109.0,14154,Lvl,NridgHt,Norm,Norm,2Story,7,5,2006,Ex,Unf,0.0,0.0,1063.0,1063.0,Y,0,2172,Gd,9,Attchd,RFn,3.0,Y,1,2.5,2172,14263.0,1.0,280000
410,85.0,10800,Lvl,Somerst,Norm,Norm,2Story,8,5,2008,Ex,GLQ,789.0,0.0,245.0,1034.0,Y,0,2078,Ex,8,Attchd,Fin,3.0,Y,1,3.5,2078,10885.0,0.0,339750
411,68.0,9571,Lvl,Edwards,Norm,Norm,1Story,5,3,1958,TA,Unf,0.0,0.0,1276.0,1276.0,Y,0,1276,TA,5,Attchd,Unf,1.0,Y,51,1.0,1276,9639.0,51.0,60000
412,100.0,34650,Bnk,Gilbert,Norm,Norm,1Story,5,5,1955,TA,Rec,1056.0,0.0,0.0,1056.0,N,0,1056,TA,5,Attchd,Fin,2.0,Y,51,2.0,1056,34750.0,51.0,145000
413,68.0,4403,Lvl,Somerst,Norm,Norm,1Story,7,5,2009,Ex,GLQ,578.0,0.0,892.0,1470.0,Y,0,1478,Gd,7,Attchd,Fin,2.0,Y,1,3.5,1478,4471.0,1.0,222000
414,56.0,8960,Lvl,OldTown,Artery,Norm,1Story,5,6,1950,TA,Unf,0.0,0.0,1008.0,1008.0,Y,0,1028,TA,5,Detchd,Unf,2.0,Y,83,1.0,1028,9016.0,83.0,115000
415,59.0,11228,Lvl,SawyerW,Norm,Norm,2Story,7,5,1993,Gd,BLQ,50.0,531.0,499.0,1080.0,Y,0,2097,Gd,9,Attchd,Unf,3.0,Y,15,3.0,2097,11287.0,15.0,228000
416,73.0,8899,Lvl,Gilbert,Norm,Norm,1Story,7,5,2007,Gd,GLQ,24.0,0.0,1316.0,1340.0,Y,0,1340,Gd,6,Attchd,Fin,2.0,Y,0,2.0,1340,8972.0,0.0,181134
417,74.0,7844,Lvl,Sawyer,Norm,Norm,2Story,6,7,1978,TA,ALQ,209.0,0.0,463.0,672.0,Y,0,1400,TA,6,Attchd,Fin,2.0,Y,28,1.5,1400,7918.0,28.0,149500
418,86.0,22420,Lvl,Crawfor,Feedr,Norm,2Story,6,6,1950,Gd,BLQ,1128.0,0.0,242.0,1370.0,N,0,2624,TA,10,Detchd,Unf,3.0,N,89,3.5,2624,22506.0,89.0,239000
419,60.0,8160,Lvl,Edwards,Norm,Norm,1.5Fin,5,6,1950,TA,ALQ,312.0,0.0,444.0,756.0,N,0,1134,TA,7,Detchd,Unf,1.0,P,67,2.5,1134,8220.0,67.0,126000
420,65.0,8450,Lvl,NAmes,Norm,Norm,1Story,5,6,1968,TA,BLQ,775.0,0.0,281.0,1056.0,Y,0,1056,TA,6,Attchd,Unf,1.0,Y,42,2.0,1056,8515.0,42.0,142000
421,78.0,7060,Lvl,Mitchel,Norm,Norm,SFoyer,7,5,1998,Gd,GLQ,1309.0,0.0,35.0,1344.0,Y,0,1344,TA,8,Attchd,Fin,4.0,Y,11,4.0,1344,7138.0,11.0,206300
422,68.0,16635,Lvl,NWAmes,Norm,Norm,1Story,6,7,2000,Gd,ALQ,1246.0,0.0,356.0,1602.0,Y,0,1602,Gd,8,Attchd,Fin,2.0,Y,32,2.5,1602,16703.0,32.0,215000
423,100.0,21750,HLS,Mitchel,Artery,Norm,1Story,5,5,1954,TA,Unf,0.0,0.0,988.0,988.0,Y,0,988,TA,4,Attchd,RFn,2.0,N,54,1.0,988,21850.0,54.0,113000
424,80.0,9200,Lvl,NoRidge,Norm,Norm,2Story,8,5,1998,Gd,GLQ,986.0,0.0,484.0,1470.0,Y,0,2630,Gd,8,Attchd,Fin,3.0,Y,10,3.5,2630,9280.0,10.0,315000
425,72.0,9000,Lvl,NAmes,Norm,Norm,1Story,6,5,1956,Gd,LwQ,616.0,0.0,580.0,1196.0,Y,0,1196,TA,6,Attchd,RFn,1.0,Y,52,2.0,1196,9072.0,52.0,139000
426,60.0,3378,HLS,OldTown,Norm,Norm,2Story,7,8,1992,TA,Unf,0.0,0.0,651.0,651.0,Y,0,1389,TA,6,Detchd,Unf,1.0,P,63,1.5,1389,3438.0,62.0,135000
427,68.0,12800,Low,SawyerW,Norm,Norm,SLvl,7,5,1989,Gd,GLQ,1518.0,0.0,0.0,1518.0,Y,0,1644,Gd,5,Attchd,Fin,2.0,Y,20,3.5,1644,12868.0,20.0,275000
428,77.0,8593,Lvl,NAmes,Norm,Norm,1Story,4,6,1957,TA,Rec,288.0,0.0,619.0,907.0,Y,0,907,TA,5,Detchd,Unf,1.0,Y,51,1.0,907,8670.0,44.0,109008
429,64.0,6762,Lvl,CollgCr,Norm,Norm,1Story,7,5,2007,Gd,GLQ,664.0,0.0,544.0,1208.0,Y,0,1208,Gd,6,Attchd,RFn,2.0,Y,0,3.0,1208,6826.0,0.0,195400
430,130.0,11457,Lvl,Timber,Norm,Norm,1Story,6,5,1988,Gd,GLQ,1005.0,0.0,387.0,1392.0,Y,0,1412,Gd,6,Attchd,Unf,2.0,Y,21,3.0,1412,11587.0,21.0,175000
431,21.0,1680,Lvl,BrDale,Norm,Norm,2Story,6,5,1971,TA,ALQ,387.0,0.0,96.0,483.0,Y,0,987,TA,4,Detchd,Unf,1.0,Y,37,1.5,987,1701.0,37.0,85400
432,60.0,5586,Bnk,OldTown,Feedr,Norm,1.5Fin,6,7,1998,TA,Unf,0.0,0.0,901.0,901.0,Y,0,1198,TA,7,Attchd,Unf,0.0,N,88,1.0,1198,5646.0,29.0,79900
433,24.0,1920,Lvl,BrDale,Norm,Norm,2Story,5,5,1971,TA,ALQ,471.0,0.0,294.0,765.0,Y,0,1365,TA,6,Detchd,Unf,2.0,Y,36,2.5,1365,1944.0,36.0,122500
434,100.0,10839,Lvl,Gilbert,Norm,Norm,2Story,6,5,1998,Gd,Unf,0.0,0.0,926.0,926.0,Y,0,1604,TA,7,Attchd,Fin,2.0,Y,11,2.5,1604,10939.0,11.0,181000
435,21.0,1890,Lvl,MeadowV,Norm,Norm,SFoyer,4,7,1972,Gd,ALQ,495.0,0.0,135.0,630.0,Y,0,630,TA,3,Attchd,Unf,0.0,Y,36,2.0,630,1911.0,29.0,81000
436,43.0,10667,Lvl,CollgCr,PosN,Norm,2Story,7,6,1996,Gd,GLQ,385.0,344.0,70.0,799.0,Y,0,1661,Gd,6,Attchd,RFn,2.0,Y,13,3.5,1661,10710.0,13.0,212000
437,40.0,4400,Lvl,OldTown,Norm,Norm,1.5Fin,6,8,1950,Fa,Unf,0.0,0.0,648.0,648.0,Y,0,1118,TA,6,Detchd,Unf,2.0,Y,86,1.0,1118,4440.0,16.0,116000
438,50.0,6000,Lvl,BrkSide,Norm,Norm,1.5Unf,6,7,2004,TA,Unf,0.0,0.0,884.0,884.0,Y,0,904,TA,4,Detchd,Unf,1.0,Y,83,1.0,904,6050.0,83.0,119000
439,40.0,4280,Lvl,Crawfor,Norm,Norm,1Story,5,6,2002,TA,LwQ,365.0,0.0,75.0,440.0,N,0,694,Gd,4,Detchd,Unf,1.0,P,94,1.0,694,4320.0,17.0,90350
440,67.0,12354,Lvl,Edwards,Norm,Norm,1.5Fin,6,8,2000,TA,Unf,0.0,0.0,684.0,684.0,Y,0,1196,Gd,7,Detchd,Unf,2.0,Y,89,1.0,1196,12421.0,4.0,110000
441,105.0,15431,Lvl,NridgHt,Norm,Norm,1Story,10,5,2008,Ex,GLQ,1767.0,539.0,788.0,3094.0,Y,0,2402,Ex,10,Attchd,Fin,3.0,Y,1,3.0,2402,15536.0,1.0,555000
442,92.0,12108,Lvl,Edwards,Norm,Norm,1Story,4,4,1955,TA,ALQ,133.0,0.0,1307.0,1440.0,N,0,1440,Fa,8,Attchd,Unf,0.0,Y,53,2.0,1440,12200.0,29.0,118000
443,52.0,6240,Lvl,BrkSide,Norm,Norm,1.5Fin,5,7,1992,TA,Unf,0.0,0.0,1078.0,1078.0,Y,0,1573,TA,8,Detchd,Unf,2.0,P,78,2.0,1573,6292.0,78.0,162900
444,53.0,3922,Lvl,Blmngtn,Norm,Norm,1Story,7,5,2007,Ex,Unf,0.0,0.0,1258.0,1258.0,Y,0,1258,Gd,6,Attchd,Fin,3.0,Y,1,2.0,1258,3975.0,0.0,172500
445,70.0,8750,Lvl,CollgCr,Norm,Norm,2Story,7,5,1995,Gd,GLQ,642.0,0.0,273.0,915.0,Y,0,1908,Gd,8,Attchd,Unf,2.0,Y,14,3.5,1908,8820.0,14.0,210000
446,73.0,9855,Lvl,Edwards,Norm,Norm,1Story,6,5,1956,TA,Unf,0.0,0.0,1436.0,1436.0,Y,0,1689,TA,7,Attchd,Unf,2.0,Y,53,1.0,1689,9928.0,53.0,127500
447,137.0,16492,Lvl,NAmes,PosA,Norm,1Story,6,6,2002,TA,ALQ,247.0,713.0,557.0,1517.0,Y,0,1888,Gd,6,Attchd,Fin,2.0,Y,44,2.5,1888,16629.0,44.0,190000
448,68.0,11214,Lvl,Gilbert,Norm,Norm,2Story,7,5,1999,Gd,Unf,0.0,0.0,930.0,930.0,Y,0,1886,Gd,10,Attchd,Fin,2.0,Y,8,2.5,1886,11282.0,8.0,199900
449,50.0,8600,Bnk,IDOTRR,Norm,Norm,1.5Fin,6,6,1950,TA,Unf,0.0,0.0,780.0,780.0,Y,0,1376,TA,7,Detchd,Unf,1.0,N,69,2.0,1376,8650.0,69.0,119500
450,50.0,6000,Lvl,OldTown,Norm,Norm,1.5Fin,3,7,2002,TA,ALQ,331.0,0.0,318.0,649.0,Y,0,1183,TA,6,Detchd,Unf,1.0,Y,59,1.5,1183,6050.0,26.0,120000
451,70.0,5684,Lvl,OldTown,Norm,Norm,1Story,6,8,2005,TA,Unf,0.0,0.0,813.0,813.0,Y,0,813,Gd,5,Detchd,Unf,1.0,N,76,1.0,813,5754.0,74.0,110000
452,62.0,70761,Low,ClearCr,Norm,Norm,1Story,7,5,1975,Gd,ALQ,655.0,0.0,878.0,1533.0,Y,0,1533,Gd,5,Attchd,Unf,2.0,Y,31,3.0,1533,70823.0,31.0,280000
453,68.0,9303,Lvl,Timber,Norm,Norm,2Story,6,5,1997,Ex,ALQ,742.0,0.0,130.0,872.0,Y,0,1756,TA,7,Attchd,Fin,2.0,Y,11,3.5,1756,9371.0,11.0,204000
454,75.0,9000,Lvl,Somerst,Norm,Norm,2Story,8,5,2008,Gd,Unf,0.0,0.0,768.0,768.0,Y,0,1590,Gd,6,Attchd,RFn,2.0,Y,1,2.5,1590,9075.0,1.0,210000
455,63.0,9297,Lvl,Mitchel,Norm,Norm,1Story,5,5,1976,TA,ALQ,1606.0,0.0,122.0,1728.0,Y,0,1728,TA,8,Detchd,Unf,2.0,Y,30,4.0,1728,9360.0,30.0,188000
456,80.0,9600,Lvl,NWAmes,Norm,Norm,1Story,7,6,1973,TA,ALQ,916.0,0.0,326.0,1242.0,Y,0,1242,TA,6,Attchd,Unf,2.0,Y,34,1.5,1242,9680.0,34.0,175500
